ID,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
39603,NCDFI pfm,shivdasc,,normal,minor,have not tried,,Observation,2022-02-23,,,,public,2022-02-24,"self Registration Approval : Unable to approve registration getting error as ""Error while saving user data for member id :205954",deployed_in_uat,open,
39600,NCDFI pfm,shivdasc,,normal,minor,have not tried,,Observation,2022-02-23,,,,public,2022-02-24,Self Registration Screen : If select language its not updated accordingly.,deployed_in_uat,open,
39579,NCDFI pfm,shivdasc,,normal,minor,have not tried,,Observation,2022-02-22,,,,public,2022-02-24,Create Trading Account : after save does not receive any popup message.,deployed_in_uat,open,
38614,NCDFI pfm,saurabhr,,normal,minor,have not tried,,Observation,2022-01-20,,,,public,2022-01-20,"Organization self reg approval :- View Organization :- 'Designation' is displayed as blank ,although it was entered. User :- U20",new,open,
38558,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Bug,2022-01-18,,,,public,2022-01-18,Group Market :- Market Watch :- Future Auction :- Bid Start time & end time is displayed blank. Unique No :- TAC205916-000000000,new,open,
38557,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Bug,2022-01-18,,,,public,2022-01-18,"Group Market :- Market Watch :- Current Auctions :- For Logical sessions, data is not getting displayed, Start date time & End",new,open,
38514,NCDFI spotlite,saurabhr,,normal,minor,have not tried,,Observation,2022-01-15,,,,public,2022-01-15,"Observation :- Ascending Market :- Market Watch Export :- Time is displayed in 24 hours format.Still, am & pm designation is use",new,open,
38513,NCDFI spotlite,saurabhr,,normal,minor,have not tried,,Bug,2022-01-15,,,,public,2022-01-15,"Seller Initiated Market :- If partially filled order is cancelled then in cancelled order confirmation notification ,qty is disp",new,open,
38512,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Observation,2022-01-15,,,,public,2022-01-15,"Seller Initiated Market :- If we save offer for later then in saved bids screen, validity time i.e. ends in is displayed as NA .",new,open,
38511,NCDFI spotlite,Upasanak,,normal,major,have not tried,,Bug,2022-01-15,,,,public,2022-01-15,"Auction Market : Future Watch- while modify, message is getting displayed as 'order modified sucessfully' but order is not getti",new,open,
38510,NCDFI spotlite,Upasanak,,normal,minor,have not tried,,Observation,2022-01-15,,,,public,2022-01-15,"Auction Market :while defining time session of Hybrid auction , labels for start time , end time is not updated as start time (I",new,open,
38455,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Bug,2022-01-13,,,,public,2022-01-13,"Seller Initiated Market :- During offer creation ,if we save the offer as template & submitting the offer,vaildity time is disp",new,open,
38454,NCDFI spotlite,saurabhr,,normal,minor,have not tried,,Bug,2022-01-13,,,,public,2022-01-13,"Seller Initiated Market :-My List :- My Offers for sell :- After clicking on download certificate ,pdf id getting downloaded.But",new,open,
38453,NCDFI spotlite,saurabhr,,normal,minor,have not tried,,Bug,2022-01-13,,,,public,2022-01-13,Seller Initiated Market :- Offer Creation :- Delivery Details dropdown data is not getting displayed properly.User :- MOCKSR1,new,open,
38452,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Bug,2022-01-13,,,,public,2022-01-13,Group Market : Future Auction : modification of order displayed incorrect time. Token Id :13012211384221,new,open,
38451,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Observation,2022-01-13,,,,public,2022-01-13,Observation : Group Market : Order book export time is display in 24hrs format still displayed AM and PM besides time,new,open,
38450,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Observation,2022-01-13,,,,public,2022-01-13,Group Market : Order book : view entry parameters date displayed blank,new,open,
38420,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Observation,2022-01-12,,,,public,2022-01-12,Observation : order Reinitiation : reinitiate order button length should be proper its displays 'Reinitiate O',new,open,
38419,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Observation,2022-01-12,,,,public,2022-01-12,order Reinitiation : export showing incorrect time whereas displayed proper in grid.,new,open,
38410,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Observation,2022-01-12,,,,public,2022-01-12,"Ascending Market :- Initiator History Export :- In created date column, 'Invalid Date ' is getting displayed. Auction ord no :-",new,open,
38413,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Bug,2022-01-12,,,,public,2022-01-12,Auction Market : Auction are getting rejected with reason 'insufficient margin' even though member has sufficient margin amount.,new,open,
38398,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,"Group Market : Order book : view parameter, date is display as 2022-01-11T13:00:00.000Z, 2022-01-11T13:00:00.000Z",new,open,
38396,NCDFI spotlite,Upasanak,,normal,minor,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,"Ascending Auction : Future Watch : while modify, if start time is less than current time then error is getting displayed as 'Ord",new,open,
38395,NCDFI spotlite,Upasanak,,normal,minor,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,"Ascending : Future Watch :In case of different time zone, in order modification start time ,end time is getting displayed incorr",new,open,
38389,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Observation,2022-01-11,,,,public,2022-01-11,"Auction Market :- Auction Tracker , Margin Block Release Report :- Time zone selected was 'UTC -12 International Date Line W",new,open,
38386,NCDFI spotlite,saurabhr,,normal,major,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,"Ascending Market :- Auction Tracker :- Time zone selected was 'UTC -12 International Date Line West', system date changes to",new,open,
38385,NCDFI spotlite,saurabhr,,normal,minor,have not tried,,Observation,2022-01-11,,,,public,2022-01-11,Ascending Market :- Auction Winner List Export :- Incorrect auction date is displayed . System time zone -'UTC -12 Internation,new,open,
38380,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Observation,2022-01-11,,,,public,2022-01-11,auction market : future watch : export display time in 24 hours and grid displayed in 12hours format,new,open,
38379,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,Auction Market : future watch : while modify order display incorrect date and time,new,open,
38378,NCDFI spotlite,shivdasc,,normal,minor,have not tried,,Bug,2022-01-11,,,,public,2022-01-11,Auction Market : margin block release report export shows incorrect date and time,new,open,
